PROVIDER_NUMBER,FQHC14_Name,Street_Addr,PO_Box,City,State,Zip_Code,County
051007,CLINICA MSR. OSCAR A ROMERO CHC,123 SOUTH ALVARADO ST,,LOS ANGELES,CA,90057,LOS ANGELES
051021,MOUNTAIN HEALTH & COMMUNITY SERVICES,1620 ALPINE BOULEVARD SUITE 110,,ALPINE,CA,91901,SAN DIEGO
051022,WINTERS HEALTHCARE FOUNDATION,172 E GRANT AVE,,WINTERS,CA,95694,YOLO
051024,ANDERSON VALLEY HEALTH CENTER  INC,13500 AIRPORT ROAD,338,BOONVILLE,CA,95415,MENDOCINO
051026,SOUTHERN TRINITY HEALTH SERVICES,153-A VAN DUZEN ROAD,4,MAD RIVER,CA,95552,TRINITY
051029,ST. ANTHONY MEDICAL CENTERS,2515 WEST PICO BLVD,,LOS ANGELES,CA,90006,LOS ANGELES
051042,ST. JOHNS WELL CHILD AND FAMILY CEN,1910 S. MAGNOLIA AVENUE  SUITE 101,,LOS ANGELES,CA,90007,LOS ANGELES
051045,ARROYO VISTA FAMILY HEALTH CENTER,2411 NORTH BROADWAY,,LOS ANGELES,CA,90031,LOS ANGLES
051046,ALL FOR HEALTH  HEALTH  FOR ALL  INC,519 EAST BROADWAY BOULEVARD,,GLENDALE,CA,91205,LOS ANGELES
051049,ASIAN AMERICAN FOR COMM INVOLVEMENT,2400 MOORPARK AVENUE  SUITE 319,,SAN JOSE,CA,95128,SANTA CLARA
051058,ALAMEDA COUNTY MOBILE VAN #2,15400 FOOTHILL BOULEVARD,,SAN LEANDRO,CA,94578-1009,ALAMEDA
051059,JURUPA FAMILY CARE CENTER,9415 MISSION BLVD,,RIVERSIDE,CA,92543,RIVERSIDE
051060,OPERATION SAMAHAN  INC.,2743 HIGHLAND AVE,,NATIONAL CITY,CA,91950,SAN DIEGO
051068,JWCH INSTITUTE INC MED CNT WEINGART,522 S SAN PEDRO STREET,,LOS ANGELES,CA,90013,LOS ANGELES
051076,LA MAESTRA FAMILY CLINIC  INC,4060 FAIRMONT AVE,,SAN DIEGO,CA,92105,SAN DIEGO
051087,VISTA FAMILY HEALTH CENTER,3569 ROUND BARN CIRCLE,,SANTA ROSA,CA,95403,SONOMA
051092,TULE RIVER INDIAN HEALTH CENTER  INC,380 N RESERVATION RD,768,PORTERVILLE,CA,93257,TULARE
051094,SACRAMENTO NATIVE AMERICAN HEALTH CE,2020 J STREET,,SACRAMENTO,CA,95811,SACRAMENTO
051099,UMMA COMMUNITY CLINIC,711 W. FLORENCE AVE,,LOS ANGELES,CA,90044,LOS ANGELES
051102,TIBURCIO VASQUEZ HEALTH CENTER  INC,22331 MISSION BLVD,,HAYWARD,CA,94541,ALAMEDA
051105,EL PROYECTO DEL BARRIO  INC.,8902 WOODMAN AVE,,ARLETA,CA,91331,LOS ANGELES
051109,THE CHILDRENS CLINIC - N LONG BEACH,1060 EAST 70TH STREET,,LONG BEACH,CA,90805,LOS ANGELES
051117,STANISLAUS COUNTY - PARADISE MED OFF,401 PARADISE RD E.,,MODESTO,CA,95351,STANISLAUS
051133,HEALTH AND LIFE ORGANIZATION  INC.,7275 E. SOUTHGATE DRIVE  SUITE 204,,SACRAMENTO,CA,95823,SACRAMENTO
051135,CHINATOWN SERVICE CENTER,767 N. HILL STREET,,LOS ANGELES,CA,90012,LOS ANGELES
051142,WELLSPACE HEALTH,1820 J STREET,,SACRAMENTO,CA,95811,SACRAMENTO
051147,DIVISADERO CHC,145 N. CLARK ST,,FRESNO,CA,93701,FRESNO
051148,REGIONAL MEDICAL CHC,2505 EAST DIVISADERO,,FRESNO,CA,93721,FRESNO
051149,ORANGE & BUTLER CHC,1350 SOUTH ORANGE AVENUE,,FRESNO,CA,93702,FRESNO
051152,SOUTHLAND INTEGRATED SERVICES  INC.,1618 W. FIRST ST.,,SANTA ANA,CA,92703,ORANGE
051153,MACT MEDICAL CLINIC SAN ANDREAS,1113 HWY 49,,SAN ANDREAS,CA,95249,CALAVERAS
051154,CLINICA SIERRA VISTA,2760 SOUTH ELM AVENUE,,FRESNO,CA,93706,FRESNO
051155,GARLAND CHC,3727 NORTH 1ST STREET  SUITE 106,,FRESNO,CA,93726,FRESNO
051156,ELM CHC,2740 SOUTH ELM AVENUE,,FRESNO,CA,93706,FRESNO
051158,LOS ANGELES MISION COMMUNITY CLINIC,311 WINSTON STREET,,LOS ANGELES,CA,90013,LOS ANGELES
051160,ANAV TRIBAL HEALTH CLINIC,9024 SNIKTAW LANE,,FORT JONES,CA,96032,SISKIYOU
051162,ARROYO VISTA FAMILY HEALTH CENTER,303 S.LOMA DRIVE SUITE 202,,LOS ANGELES,CA,90017,LOS ANGELES
051163,UNITED INDIAN HEALTH SERVICES INC,1600 WEEOT WAY,,ARCATA,CA,95521,HUMBOLDT
051168,MCCLOUD HEALTHCARE CLINIC  INC.,116 WEST MINNESOTA AVENUE,,MCCLOUD,CA,96057,SISKIYOU
051170,WEST FRESNO CHC,302 FRESNO STREET  SUITE 101,,FRESNO,CA,93706,FRESNO
051172,CLINICAS DEL CAMINO REAL INC- EL RIO,221 VENTURA ROAD,,OXNARD,CA,93036,VENTURA
051186,PEDATRIC DIAGNOSTIC CENTER,300 HILLMONT AVE  BLDG 340  #302,,VENTURA,CA,93003,VENTURA
051190,CLINICA SIERRA VISTA EASTON,5784 SOUTH ELM AVENUE,,FRESNO,CA,93706,FRESNO
051196,T.H.E. CLINIC  INC,3834 SOUTH WESTERN AVE,,LOS ANGELES,CA,90062,LOS ANGELES
051197,SEASIDE FAMILY HEALTH CENTER,1156 FREMONT BOULEVARD,,SEASIDE,CA,93955,MONTEREY
051801,WEST OAKLAND HEALTH COUNCIL,700 ADELINE ST,,OAKLAND,CA,94607,ALAMEDA
051802,FAMILY HEALTH CENTERS OF SAN DIEGO,3705 MISSION BLVD,,SAN DIEGO,CA,92109,USA
051805,NORTHEASTERN RURAL HEALTH CLINIC,1850 SPRING RIDGE DRIVE,,SUSANVILLE,CA,96130,LASSEN
051807,AMPLA HEALTH,520 KENTUCKY STREET,,GRIDLEY,CA,95948,BUTTE
051810,NORTHEAST VALLEY HEALTH CORPORATION,1172 N MACLAY AVENUE,,SAN FERNANDO,CA,91340,LOS ANGELES
051811,ARROYO VISTA FAMILY HEALTH CENTER,6000 NORTH FIGUEROA,,LOS ANGELES,CA,90042,LOS ANGELES
051813,COMPRECARE HEALTH CENTER,3030 ALUM ROCK ROAD,2040,SAN JOSE,CA,95127,SANTA CLARA
051815,MISSION NEIGHBORHOOD HEALTH CENTER,240 SHOTWELL STREET,,SAN FRANCISCO,CA,94110,SAN FRANCISCO
051816,ASIAN HEALTH SERVICES,101 8TH STREET  SUITE 100,,OAKLAND,CA,94607,ALAMEDA
051819,1520 STOCKTON STREET,1520 STOCKTON STREET,,SAN FRANCISCO,CA,94133,SAN FRANCISCO
051821,LA CLINICA DE LA RAZA,1515 FRUITVALE AVENUE,,OAKLAND,CA,94601,ALAMEDA
051823,SOUTH OF MARKET HEALTH CENTER,229 7TH STREET,,SAN FRANCISCO,CA,94103,SAN FRANCISCO
051824,CAMARENA HEALTH CENTER,334 E SIXTH ST,,MADERA,CA,93639,MADERA
051826,ALTAMED MEDICAL GROUP - COMMERCE,5427 WHITTIER BLVD,,LOS ANGELES,CA,90022,LOS ANGELES
051828,COMMUNITY MEDICAL CENTERS  INC.,PO BOX 779,,STOCKTON,CA,95201,SAN JOAQUIN
051835,GOLDEN VALLEY HEALTH CENTERS,200 C STREET,,PATTERSON,CA,95363,STANISLAUS
051838,KERN RIVER HEALTH CENTER,67 EVANS ROAD,,WOFFORD HEIGHTS,CA,93285,KERN
051839,FRAZIER MOUNTAIN CHC,704 LEBEC ROAD,,LEBEC,CA,93225,KERN
051840,EAST BAKERSFIELD CHC,815 DR. MLK  JR. BOULEVARD,,BAKERSFIELD,CA,93307,KERN
051841,MCFARLAND COMMUNITY HEALTH CENTER,217 W KERN AVENUE,,MCFARLAND,CA,93250,KERN
051842,LAMONT CHC,8787 HALL ROAD,,LAMONT,CA,93241,KERN
051843,OMNI FAMILY HEALTH,21138 PASO ROBLES HWY,,LOST HILLS,CA,93249,KERN
051844,FAMILY HEALTHCARE NETWORK,305 E. CENTER AVE.,,VISALIA,CA,93291,TULARE
051847,COMMUNITY HEALTH CENTERS OF THE CENT,150 TEJAS PLACE,,NIPOMO,CA,93444,SAN LUIS OBISPO
051848,CLINICAS DE SALUD DEL PUEBLO  INC,900 MAIN STREET,,BRAWLEY,CA,92227,IMPERIAL
051852,UNITED HEALTH CENTERS-EARLIMART,476 E. WASHINGTON,11948,EARLIMART,CA,93219,TULARE
051860,CLINICAS DEL CAMINO REAL-FILLMORE,355 CENTRAL AVENUE,,FILLMORE,CA,93015,VENTURA
051867,SONOMA COUNTY INDIAN HEALTH PROJECT,144 STONY POINT ROAD,,SANTA ROSA,CA,95401,SONOMA
051869,TOIYABE INDIAN HEALTH PROJECT INC,1150 GOODWIN ROAD,,LONE PINE,CA,93545,INYO
051876,SAN DIEGO FAMILY CARE,6973 LINDA VISTA ROAD,,SAN DIEGO,CA,92111,SAN DIEGO
051878,LIFELONG MEDICAL CARE,2344 6TH STREET,,BERKELEY,CA,94710,ALAMEDA
051879,SANTA BARBARA COUNTY PUBLIC HEALTH,2115 CENTERPOINT PKWY,,SANTA MARIA,CA,93455,SANTA BARBARA
051893,UCI FAMILY HEALTH CENTER - SANTA ANA,800 N. MAIN ST,,SANTA ANA,CA,92701,ORANGE
051895,WESTERN SIERRA MEDICAL CLINIC,209 NEVADA ST,,DOWNIEVILLE,CA,95936,SIERRA
051896,BLOOMINGTON COMMUNITY HEALTH CENTER,18601 VALLEY BLVD,,BLOOMINGTON,CA,92316,SAN BERNADINO
051897,MENDOCINO COMMUNITY HEALTH CLINIC,333 LAWS AVENUE,,UKIAH,CA,95482,MENDOCINO
051901,REDDING RANCHERIA,1441 LIBERTY STREET,,REDDING,CA,96001,SHASTA
051903,SANTA YNEZ INDIAN HEALTH SERVICES,90 VIA JUANA LANE,,SOLVANG,CA,93463,SANTA BARBARA
051904,LASSEN INDIAN HEALTH CENTER,795 SAN JOAQUIN STREET,,SUSANVILLE,CA,96130,LASSEN
051905,SOUTHERN INDIAN HEALTH COUNCIL,36350 CHURCH ROAD,,CAMPO,CA,91906,SAN DIEGO
051907,REDWOOD COAST MEDICAL SERVICES INC,46900 OCEAN DR,1100,GUALALA,CA,95445,MENDOCINO
051909,MORONGO INDIAN HEALTH CLINIC,11555 1/2 POTRERO ROAD,,BANNING,CA,92220,RIVERSIDE
051918,FEATHER RIVER TRIBAL HEALTH  INC.,2145 FIFTH STREET,,OROVILLE,CA,95965,BUTTE
051922,CHAPA-DE-INDIAN HEALTH PROGRAM INC,11670 ATWOOD RD,,AUBURN,CA,95603,PLACER
051924,NORTHERN VALLEY INDIAN HEALTH INC.,207 NORTH BUTTE STREET,,WILLOWS,CA,95988,GLENN
051926,VALLEY HEALTH CENTER - GILROY,7475 CAMINO ARROYO,,GILROY,CA,95020,SANTA CLARA
051930,GREENVILLE RANCHERIA,410 MAIN STREET,279,GREENVILLE,CA,95947,PLUMAS
051931,SALUD PARA LA GENTE,204 E. BEACH STREET,,WATSONVILLE,CA,95076,SANTA CRUZ
051933,LONG VALLEY HEALTH CENTER,50 BRANSCOMB ROAD,,LAYTONVILLE,CA,95454,MENDOCINO
051934,CURRY SR. CENTER (NORTH OF MARKET),333 TURK STREET,,SAN FRANCISCO,CA,94102,SAN FRANCISCO
051937,VALLEY HEALTH TEAM,21890 W COLORADO AVE,737,SAN JOAQUIN,CA,93660,FRESNO
051939,VISTA COMMUNITY CLINIC,1000 VALE TERRACE,,VISTA,CA,92084,SAN DIEGO
051940,HUMBOLDT OPEN DOOR CLINIC,770 TENTH STREET,,ARCATA,CA,95521,HUMBOLDT
051945,MARIN COMMUNITY CLINICS,5 BON AIR ROAD  BUILDING D  STE 117,,LARKSPUR,CA,94939,MARIN
051946,LAKE COUNTY TRIBAL HEALTH CONSORTIUM,5124 HILL ROAD,1950,LAKEPORT,CA,95453,LAKE
051948,IMPERIAL BEACH COMMUNITY CLINIC,949 PALM AVE,,IMPERIAL BEACH,CA,91933,SAN DIEGO
051949,LIVINGSTON COMMUNITY HEALTH,1140 MAIN STREET,,LIVINGSTON,CA,95334,STANISLAUS
051953,CLINICA DE SALUD DEL VALLE SALINAS,440 AIRPORT,,SALINAS,CA,93905,MONTEREY
051973,34TH STREET CHC,2000 PHYSICIANS BOULEVARD,,BAKERSFIELD,CA,93301,KERN
051974,DELANO CHC,1508 GARCES HIGHWAY  SUITE 1,,DELANO,CA,93215,KERN
051975,CENTRAL BAKERSFIELD CHC,301 BRUNDAGE LANE,,BAKERSFIELD,CA,93304,KERN
051976,SHASTA COMMUNITY HEALTH CENTER  INC.,1035 PLACER STREET,,REDDING,CA,96001,SHASTA
051977,KINGS WINERY MEDICAL CLINIC,4929 E. KINGS CANYON RD,,FRESNO,CA,93727,FRESNO
051978,ALTA FAMILY HEALTH CLINIC  INC.,888 N ALTA AVENUE,,DINUBA,CA,93618-0000,TULARE
051979,INDIAN HEALTH CENTER OF SANTA CLARA,1333 MERIDIAN AVENUE,,SAN JOSE,CA,95125,SANTA CLARA
061801,SUNRISE COMMUNITY HEALTH,2930 11TH AVENUE,,EVANS,CO,80620,WELD
061803,CLINICA CAMPENSINA FAMILY HLTH SVCS,2000 SOUTH BOULDER ROAD,,LAFAYETTE,CO,80026,BOULDER
061804,COMMUNITY HEALTH CLINIC,495 WEST 4TH STREET,576,DOVE CREEK,CO,81324-0013,DOLORES
061806,UNCOMPAHGRE MEDICAL CTR,1350 S ASPEN ST,,NORWOOD,CO,81423,SAN MIGUEL
061807,PLAN DE SALUD DEL VALLE,203 SOUTH ROLLIE AVENUE,,FORT LUPTON,CO,80621,WELD
061817,VALLEY-WIDE HEALTH SYSTEMS  INC.,128 MARKET ST,,ALAMOSA,CO,81101,ALAMOSA
061830,PUEBLO COMMUNITY HEALTH CENTER,300 COLORADO AVENUE,,PUEBLO,CO,81004,PUEBLO
061833,PEAK VISTA COMMUNITY HEALTH CENTERS,3205 N ACADEMY BLVD,,COLORADO SPRINGS,CO,80917,EL PASO
061834,METRO COMMUNITY PROVIDER NETWORK,3292 PEORIA ST.,,AURORA,CO,80010,ARAPAHOE
061835,STOUT STREET HEALTH CENTER,2130 STOUT ST,,DENVER,CO,80205,DENVER
061844,HIGH PLAINS COMMUNITY HEALTH CENTER,201 KENDALL DRIVE,,LAMAR,CO,81052,
061861,COLORADO COALITION FOR THE HOMELESS,4545 NAVAJO ST,,DENVER,CO,80211,DENVER
061872,MOUNTAIN FAMILY HEALTH CENTERS,1905 BLAKE AVE #101,339,GLENWOOD SPRINGS,CO,81601,GARFIELD
061884,LIMON DOCTORS COMMITTEE,111 6TH STREET,,HUGO,CO,80821,LINCOLN
061905,NORTHWEST CO VISITING NURSE ASSOC,745 RUSSELL STREET,,CRAIG,CO,81625,MOFFAT
061908,STOUT ST CLINIC AT ST. FRANCIS CNT,1001 PARK AVENUE WEST,,DENVER,CO,80205,DENVER
061911,MOUNTAIN FAMILY HEALTH CENTERS,1905 BLAKE AVE #101,339,GLENWOOD SPRINGS,CO,81601,GARFIELD
061922,WEST END HEALTH CENTER,5050 W COLFAX AVENUE,,DENVER,CO,80204,DENVER
061923,SUMMIT COMMUNITY CARE CLINIC,360 PEAK ONE DR  SUITE 100,4337,FRISCO,CO,80443,SUMMIT
061930,OLATHE COMMUNITY CLINIC  INC,308 MAIN ST,529,OLATHE,CO,81425,MONTROSE
061931,SHERIDAN HEALTH SERVICES,3525 W OXFORD AVE  G-3,,DENVER,CO,80236,DENVER
061944,DENVER INDIAN HEALTH & FAMILY SERVIC,1633 FILLMORE STREET,,DENVER,CO,80206,DENVER
061947,AXIS HEALTH SYSTEM - LAPLATA,1970 EAST THIRD AVENUE,,DURANGO,CO,81301,LAPLATA
061949,HEALTH CENTER AT ACADEMY SOUTH,3207 NORTH ACADEMY BLVD  SUITE 3100,,COLORADO SPRINGS,CO,80917,EL PASO
061951,COMMUNITY REACH CENTER,4371 EAST 72ND AVE,,COMMERCE CITY,CO,80022,ADAMNS
061952,FT LYON HEALTH CARE FOR THE HOMELESS,30999 CTY RD 15  #5,,LAS ANIMAS,CO,81054,BENT
061953,HOLLY HIGH PLAINS,410 WEST COLORADO,,HOLLY,CO,81047,PROWERS
061954,CCH-ADMINISTRATION/CLINICAL & SUPP,2111 CHAMPA STREET,,DENVER,CO,80205,DENVER
061955,2100 BROADWAY SERVICES BUILDING,2100 BROADWAY,,DENVER,CO,80205,DENVER
061956,AXIS HEALTH SYSTEM - CORTEZ,691 EAST EMPIRE,,CORTEZ,CO,81321,MONTEZUMA
061957,SUMMIT COMMUNITY CARE CLINIC,16201 HIGHWAY 9,,BRECKENRIDGE,CO,80424,SUMMIT
061958,SCHOOL BASED HEALTH CENTER,158 SCHOOL ROAD,,FRISCO,CO,80443,SUMMIT
061959,SUMMIT COMMUNITY CARE CLINIC,101 HAMILTON CREEK ROAD,,SILVERTHORNE,CO,80498,SUMMIT
061960,SUMMIT COMMUNITY CARE CLINIC  INC.,0108 DEERPATH ROAD,,DILLON,CO,80435,SUMMIT
061961,OLATHE COMMUNITY CLINIC,101 TESSITORE COURT  SUITE B,,MONTROSE,CO,81401,MONTROSE
061962,LA CLINICA TEPEYAC,4725 HIGH STREET,,DENVER,CO,80216-2015,DENVER
061963,SOUTHERN UTE INDIAN TRIBE,123 WEEMINUCHE AVENUE,899,IGNACIO,CO,81137,LA PLATA
061964,SCHOOL BASED HEALTH CENTER - LAKE CO,1000 WEST 4TH STREET,,LEADVILLE,CO,80461,LAKE
061965,URBAN PEAK,1630 S ACOMA ST,,DENVER,CO,80223,DENVER
061966,SAMARITAN HOUSE STOUT STREET CLINIC,2301 LAWRENCE ST,,DENVER,CO,80205,DENVER
061967,AUDREY FARLEY WOMENS CENTER,30 S 20TH UNION AVE,,BRIGHTON,CO,80601,ADAMS
061968,MARILLAC CLINIC,2333 NORTH 6TH STREET,,GRAND JUNCTION,CO,81501,MESA
061969,METRO COMMUNITY PROVIDER NETWORK,10680 DEL MAR PKWY.,,AURORA,CO,80010,ARAPAHOE
061970,METRO COMMUNITY PROVIDER NETWORK,3595 S. TELLER ST.,,LAKEWOOD,CO,80215,JEFFERSON
061971,METRO COMMUNITY PROVIDER NETWORK,2206 VICTOR ST.,,AURORA,CO,80045,ADAMS
061972,FEDERICO F. PENA SOUTHWEST CLINIC,1339 SOUTH FEDERAL BOULEVARD,,DENVER,CO,80219-4235,DENVER
061973,FORT COLLINS WEST CLINIC,1830 LAPORTE AVENUE,,FORT COLLINS,CO,80521,LARIMER
061974,VALLEY-WIDE HEALTH SYSTEMS  INC.,1335 PHAY AVE  SUITE C,,CANON CITY,CO,81212,FREMONT
061976,HEALTH CENTER,2864 SOUTH CIRCLE DRIVE,,COLORADO SPRINGS,CO,80906,EL PASO
061977,VALLEY-WIDE HEALTH SYSTEMS  INC.,8745 COUNTY ROAD 9 SOUTH BUILDING C,,ALAMOSA,CO,81101,ALAMOSA
061978,OLATHE COMMUNITY CLINIC,107 W 11TH STREET,,DELTA,CO,81416,DELTA
061979,HEALTH CENTER @ 340 PRINTERS PARKWAY,340 PRINTERS PARKWAY,,COLORADO SPRINGS,CO,80910,EL PASO
061980,MT CARMEL CLINC,911 ROBINSON AVE,,TRINIDAD,CO,81082,LAS ANIMAS
061981,SALUD COLUMBINE ELEMENTARY SCHOOL,815 WEST STREET,,FORT MORGAN,CO,80701,MORGAN
061983,SALUD PIONEER ELEMENTARY SCHOOL,415 SPRUCE ST,,FORT MORGAN,CO,80701,MORGAN
061984,PUEBLO COMMUNITY HEALTH CENTER  INC.,900 WEST ORMAN AVENUE  RM MT 118,,PUEBLO,CO,81004-1430,PUEBLO
061986,ENTRADA SCHOOL BASED HEALTH CTR,1740 PEPPERWWOD DRIVE,,COLORADO SPRINGS,CO,80910,EL PASO
061987,PARK COUNTY SCHOOL BASED HEALTH CLIN,640 HATHAWAY STREET,,FAIRPLAY,CO,80440,PARK
071800,OPTIMUS HEALTH CARE  INC,982 EAST MAIN STREET,7-1800,BRIDGEPORT,CT,06608,FAIRFIELD
071802,COMMUNITY HEALTH CENTER INC.,675 MAIN STREET,,MIDDLETOWN,CT,06457,MIDDLESEX
071804,COMMUNITY HEALTH SERVICES,500 ALBANY AVENUE,,HARTFORD,CT,06120,HARTFORD
071805,FAIR HAVEN COMMUNITY HEALTH CLINIC,374 GRAND AVENUE,,NEW HAVEN,CT,06513,USA
071809,GENERATIONS FAMILY HEALTH CENTER IN,40 MANSFIELD AVENUE,,WILLIMANTIC,CT,06226,WINDHAM
071817,FAIR HAVEN COMMUNITY HEALTH CLINIC,374 GRAND AVENUE,,NEW HAVEN,CT,06513,NEW HAVEN
071819,CHARTER OAK HEALTH CENTER  INC.,21 GRAND STREET,,HARTFORD,CT,06106,HARTFORD
071820,NORWALK COMMUNITY HEALTH CENTER,120 CONNECTICUT AVENUE,,NORWALK,CT,06854,FAIRFIELD
071821,FIRST CHOICE HEALTH CENTERS  INC.,94 CONNECTICUT BOULEVARD,,EAST HARTFORD,CT,06108,HARTFORD
071825,CORNELL SCOTT HILL HEALTH CORP.,428 COLUMBUS AVE.,,NEW HAVEN,CT,06519-0720,NEW HAVEN
071826,STAYWELL HEALTH CENTER,80 PHOENIX AVE  SUITE 201,,WATERBURY,CT,06702,35300
071834,COMM HLTH & WELLNESS CTR GREATER TO,469 MIGEON AVENUE,,TORRINGTON,CT,06790,LITCHFIELD
071851,GREATER DANBURY COMMUNITY HLTH CTR,120 MAIN STREET,,DANBURY,CT,06810,FAIRFIELD
071872,UNITED COMMUNITY AND FAMILY SERVICES,47 TOWN STREET,,NORWICH,CT,06360,NEW LONDON
071903,SOUTHWEST COMM. HEALTH CENTER INC,46 ALBION ST,,BRIDGEPORT,CT,06605,FAIRFIELD
071907,OLIVER WOLCOTT TECH SCHOOL,75 OLIVER STREET,,TORRINGTON,CT,06790-3859,LITCHFIELD
071908,STAYWELL HEALTH CENTER,402 EAST MAIN STREET,,WATERBURY,CT,06702-1701,NEW HAVEN
071910,FIRST CHOICE HEALTH CENTERS INC,265 ELLINGTON ROAD,,EAST HARTFORD,CT,06108-1176,HARTFORD
071911,INTERCOMMUNTIY  INC.,281 MAIN STREET,,EAST HARTFORD,CT,06118,HARTFORD
071912,BRIDGES PRIMARY CARE CENTER,949 BRIDGEPORT AVENUE,,MILFORD,CT,06460-3142,NEW HAVEN
071914,UNITED COMMUNITY AND FAMILY SERVICES,800 OLD COLCHESTER ROAD,,OAKDALE,CT,06370-2608,NEW LONDON
071916,WHEELER CLINIC INC,10 NORTH MAIN STREET,,BRISTOL,CT,06010,HARTFORD
071919,WHEELER HEALTH AND WELLNESS - NEW BR,75 NORTH MOUNTAIN ROAD,,NEW BRITAIN,CT,0653-3468,HARTFORD
071920,WHEELER CLINIC  INC,999 ASYLUM AVE,,HARTFORD,CT,06105-2416,HARTFORD
071921,70 MAIN STREET,70 MAIN STREET,,DANBURY,CT,06810,FAIRFIELD
071922,GREATER DANBURY COMMUNITY HLTH CTR,37 FOSTER STREET,,DANBURY,CT,06810-7836,FAIRFIELD
071923,FIRST CHOICE HEALTH CENTERS  INC.,92 CONNECTICUT BOULEVARD,,EAST HARTFORD,CT,06108-3013,HARTFORD
071924,FAMILY CENTERS  INC.,111 WILBUR PECK COURT  LOWER LEVEL,,GREENWICH,CT,06830-6354,FAIRFIELD
071925,FAIR HAVEN COMMUNITY HEALTH CLINIC,370 HEMINGWAY AVENUE,,EAST HAVEN,CT,06512,NEW HAVEN
071926,FIRST CHOICE HEALTH CENTERS  INC.,94 UNION STREET  2ND FLOOR,,VERNON,CT,06066,TOLLAND
071927,FAIR HAVEN COMMUNITY HEALTH CLINIC,426 EAST STREET,,NEW HAVEN,CT,06513,NEW HAVEN
071928,FAMILY CENTERS  INC.,20 BRIDGE STREET,,GREENWICH,CT,06830,FAIRFIELD
071929,COMMUNITY HEALTH CENTER  INC.,76 NEW BRITAIN AVENUE,,HARTFORD,CT,06106-3305,HARTFORD
071930,STAYWELL HEALTH CARE  INC,30 CHURCH STREET,,NAUGATUCK,CT,06770,NEW HAVEN
071931,FIRST CHOICE HEALTH CENTERS  INC.,809 MAIN STREET,,EAST HARTFORD,CT,06108,HARTFORD
071932,120 MAIN STREET,120 MAIN STREET,,DANBURY,CT,06810,FAIRFIELD
071933,152 WEST STREET,152 WEST STREET,,DANBURY,CT,06810,FAIRFIELD
071934,FAIR HAVEN COMMUNITY HEALTH CLINIC,67 HUDSON STREET,,EAST HAVEN,CT,06512-1524,NEW HAVEN
071935,FAIR HAVEN COMMUNITY HEALTH CLINIC,14 SYCAMORE WAY,,BRANFORD,CT,06405-6551,NEW HAVEN
071936,FAIR HAVEN COMMUNITY HEALTH CLINIC,35 WHEELBARROW LANE,,EAST HAVEN,CT,06513-2003,NEW HAVEN
071937,SOUTHWEST CHC INC,762 LINDLEY ST,,BRIDGEPORT,CT,06606,FAIRFIELD
071938,COMMUNITY HEALTH CENTER INC.,22 5TH STREET,,STAMFORD,CT,06905,STAMFORD
071939,CORNELL SCOTT - HH CENTER AT WILMOT,122 WILMOT ROAD,,NEW HAVEN,CT,06519,NEW HAVEN
071940,WHEELER CLINIC  INC.,225 N. MAIN ST,,BRISTOL,CT,06010-4926,HARTFORD
081801,SOUTHBRIDGE MEDICAL ADVISORY COUNCIL,601 NEW CASTLE AVENUE,,WILMINGTON,DE,19801,NEW CASTLE
081802,WESTSIDE HEALTH  INC.,1802 W 4TH ST,,WILMINGTON,DE,19805,NEW CASTLE
081805,LA RED HEALTH CENTER  INC.,21444 CARMEAN WAY,,GEORGETOWN,DE,19947,SUSSEX
081810,WESTSIDE FAMILY HEALTHCARE,404 FOX HUNT DRIVE,,BEAR,DE,19701,NEW CASTLE
081815,LA RED HEALTH CENTER  INC.,21 WEST CLARKE AVENUE,,MILFORD,DE,19963,SUSSEX
081816,HENRIETTA JOHNSON CTR AT CLAYMONT,3301 GREEN STREET,,CLAYMONT,DE,19703,NEW CASTLE
081817,LA RED HEALTH CENTER  INC.,300 HIGH STREET,,SEAFORD,DE,19973,SUSSEX
081818,LA RED HEALTH CENTER  INC.,30637 CEDARNECK ROAD,,OCEAN VIEW,DE,19970,SUSSEX
081819,HENRIETTA JOHNSON MEDICAL CENTER,1100 S BROOM STREET,,WILMINGTON,DE,19805,NEW CASTLE
081820,LA RED HEALTH CENTER  INC.,26089 LONG NECK ROAD,,MILLSBORO,DE,19966,SUSSEX
091804,UNITY HEALTH CARE  INC.,MOBILE HOMELESS UNIT,,WASHINGTON,DC,20016,DISTRICT OF COLUMBIA
091818,MARYS CENTER FOR MATERNAL AND CHILD,2333 ONTARIO ROAD NW,,WASHINGTON,DC,20009,DC
091819,COMMUNITY OF HOPE  INC. - MARIE REED,2250 CHAMPLAIN STREET NW,,WASHINGTON,DC,20009,DC
091836,LA CLINICA DEL PUEBLO,2831 15TH STREET  NW,,WASHINGTON,DC,20009,DISTRICT OF COLUMBIA
091844,ELAINE ELLIS CENTER OF HEALTH,1605 KENILWORTH AVE,,WASHINGTON,DC,20019,DISTRICT OF COLUMBIA
091847,FAMILY AND MEDICAL COUNSELING SRC,2041 MARTIN LUTHER KING JR AVE SE,,WASHINGTON,DC,20020,DC
091849,WHITMAN-WALKER HEALTH,1525 14TH STREET  NW,,WASHINGTON,DC,20009,DC
091852,BREAD FOR THE CITY  INC,1525 7TH STREET NW,,WASHINGTON,DC,20001,DISTRICT OF COLUMBIA
091853,COMMUNITY OF HOPE,4 ATLANTIC STREET SW,,WASHINGTON,DC,20032,DISTRICT OF COLUMBIA
